Geo Targeted Areas,Student Type,Initial Referral Source,Stealth,Month of Created Date,Created Date (group),Month of Initial Source Date,Initial Source Date (group),Primary State/Province,"Primary City, Primary County, Primary State/Province (group)",City,Purchased Lead Names,Created Date,Lead,Inquiry,Applied,Admitted,Confirmed,Enrolled,County,CountySt,CitySt,EventCity
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Suffolk County, MA",Mattapan,Not Lead Purchase,11/6/2018,1,1,0,0,0,0,Suffolk ,"Suffolk , MA","Mattapan, MA",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Suffolk County, MA",Revere,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,Suffolk ,"Suffolk , MA","Revere, MA",EventCity
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Suffolk County, MA",Roslindale,Not Lead Purchase,11/20/2018,1,1,0,0,0,0,Suffolk ,"Suffolk , MA","Roslindale, MA",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Suffolk County, MA",West Roxbury,Not Lead Purchase,11/20/2018,2,2,2,0,0,0,Suffolk ,"Suffolk , MA","West Roxbury, MA",EventCity
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Douglas,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,Worcester ,"Worcester , MA","Douglas, MA",EventCity
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Southborough,Not Lead Purchase,11/6/2018,2,2,2,0,0,0,Worcester ,"Worcester , MA","Southborough, MA",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Sutton,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,Worcester ,"Worcester , MA","Sutton, MA",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Upton,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,Worcester ,"Worcester , MA","Upton, MA",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Worcester,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,Worcester ,"Worcester , MA","Worcester, MA",EventCity
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Belknap County, NH",Center Harbor,Not Lead Purchase,11/1/2018,2,2,2,0,0,0,Belknap ,"Belknap , NH","Center Harbor, NH",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Belknap County, NH",Laconia,Not Lead Purchase,11/6/2018,2,2,2,0,0,0,Belknap ,"Belknap , NH","Laconia, NH",EventCity
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Hillsborough County, NH",Bedford,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,Hillsborough ,"Hillsborough , NH","Bedford, NH",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Hillsborough County, NH",Greenville,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,Hillsborough ,"Hillsborough , NH","Greenville, NH",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Hillsborough County, NH",Mason,Not Lead Purchase,11/20/2018,2,2,2,0,0,0,Hillsborough ,"Hillsborough , NH","Mason, NH",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Merrimack County, NH",Concord,Not Lead Purchase,11/28/2018,1,1,0,0,0,0,Merrimack ,"Merrimack , NH","Concord, NH",EventCity
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Merrimack County, NH",Hooksett,Not Lead Purchase,11/9/2018,3,3,0,0,0,0,Merrimack ,"Merrimack , NH","Hooksett, NH",EventCity
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",East Hampstead,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,Rockingham ,"Rockingham , NH","East Hampstead, NH",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",Londonderry,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,Rockingham ,"Rockingham , NH","Londonderry, NH",EventCity
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",Newmarket,Not Lead Purchase,11/28/2018,1,1,0,0,0,0,Rockingham ,"Rockingham , NH","Newmarket, NH",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Strafford County, NH",Dover,Not Lead Purchase,11/28/2018,1,1,0,0,0,0,Strafford ,"Strafford , NH","Dover, NH",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Kent County, RI",West Greenwich,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,Kent ,"Kent , RI","West Greenwich, RI",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Providence County, RI",Cranston,Not Lead Purchase,11/28/2018,2,2,2,0,0,0,Providence ,"Providence , RI","Cranston, RI",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Washington County, RI",Narragansett,Not Lead Purchase,11/28/2018,1,1,0,0,0,0,Washington ,"Washington , RI","Narragansett, RI",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Washington County, RI",Wakefield,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,Washington ,"Washington , RI","Wakefield, RI",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,VT,"Chittenden County, VT",Shelburne,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,Chittenden ,"Chittenden , VT","Shelburne, VT",NoEvent
Geo Targets,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,VT,"Lamuoille County, VT",Morrisville,Not Lead Purchase,11/6/2018,2,2,2,0,0,0,Lamuoille ,"Lamuoille , VT","Morrisville, VT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Feb-16,Before 8/15/2016,Sep-17,8/15/2017-8/14/2018,VT,"Lamuoille County, VT",Johnson,Not Lead Purchase,2/11/2016,1,1,0,0,0,0,Lamuoille ,"Lamuoille , VT","Johnson, VT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,May-16,Before 8/15/2016,Nov-17,8/15/2017-8/14/2018,RI,"Providence County, RI",Pawtucket,Not Lead Purchase,5/24/2016,2,2,0,0,0,0,Providence ,"Providence , RI","Pawtucket, RI",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-16,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Merrimack County, NH",Loudon,Not Lead Purchase,9/27/2016,2,2,0,0,0,0,Merrimack ,"Merrimack , NH","Loudon, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,NH,"Belknap County, NH",Meredith,Not Lead Purchase,10/28/2016,2,2,0,0,0,0,Belknap ,"Belknap , NH","Meredith, NH",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Atkinson,Not Lead Purchase,10/19/2016,2,2,0,0,0,0,Rockingham ,"Rockingham , NH","Atkinson, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Nov-16,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Framingham,Not Lead Purchase,11/10/2016,3,3,0,0,0,0,Middlesex ,"Middlesex , MA","Framingham, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Billerica,Lead Names,12/12/2016,3,3,0,0,0,0,Middlesex ,"Middlesex , MA","Billerica, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Worcester County, MA",Gardner,Lead Names,12/12/2016,1,1,0,0,0,0,Worcester ,"Worcester , MA","Gardner, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Feb-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Londonderry,Lead Names,2/14/2017,1,1,0,0,0,0,Rockingham ,"Rockingham , NH","Londonderry, NH",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Jun-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Andover,Lead Names,6/6/2017,1,1,0,0,0,0,Essex ,"Essex , MA","Andover, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Jun-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Lynnfield,Lead Names,6/6/2017,4,4,4,4,0,0,Essex ,"Essex , MA","Lynnfield, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Jun-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Salem,Lead Names,6/6/2017,1,1,0,0,0,0,Rockingham ,"Rockingham , NH","Salem, NH",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Lowell,Lead Names,6/6/2017,1,1,0,0,0,0,Middlesex ,"Middlesex , MA","Lowell, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Marlborough,Lead Names,6/6/2017,1,1,0,0,0,0,Middlesex ,"Middlesex , MA","Marlborough, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",East Hartford,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,Hartford ,"Hartford , CT","East Hartford, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",Manchester,Not Lead Purchase,9/26/2017,2,2,0,0,0,0,Hartford ,"Hartford , CT","Manchester, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,"Litchfield County, CT",New Hartford,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,Litchfield ,"Litchfield , CT","New Hartford, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,"Litchfield County, CT",Torrington,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,Litchfield ,"Litchfield , CT","Torrington, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,"New Haven County, CT",Cheshire,Not Lead Purchase,9/26/2017,4,4,4,4,0,0,New Haven ,"New Haven , CT","Cheshire, CT",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,"New Haven County, CT",Milford,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,New Haven ,"New Haven , CT","Milford, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,"New Haven County, CT",West Haven,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,New Haven ,"New Haven , CT","West Haven, CT",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,New London County CT,New London,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,New London,"New London, CT","New London, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,"Tolland County, CT",Vernon Rockville,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,Tolland ,"Tolland , CT","Vernon Rockville, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Billerica,Not Lead Purchase,9/19/2017,2,2,0,0,0,0,Middlesex ,"Middlesex , MA","Billerica, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Malden,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,Middlesex ,"Middlesex , MA","Malden, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Westford,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,Middlesex ,"Middlesex , MA","Westford, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,MA,"Plymouth County, MA",Brockton,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,Plymouth ,"Plymouth , MA","Brockton, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,MA,"Worcester County, MA",Worcester,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,Worcester ,"Worcester , MA","Worcester, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Exeter,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,Rockingham ,"Rockingham , NH","Exeter, NH",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Windham,Not Lead Purchase,9/19/2017,2,2,0,0,0,0,Rockingham ,"Rockingham , NH","Windham, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,RI,"Kent County, RI",East Greenwich,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,Kent ,"Kent , RI","East Greenwich, RI",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,RI,"Providence County, RI",Foster,Not Lead Purchase,9/19/2017,2,2,0,0,0,0,Providence ,"Providence , RI","Foster, RI",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,RI,"Providence County, RI",North Smithfield,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,Providence ,"Providence , RI","North Smithfield, RI",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,RI,"Providence County, RI",Providence,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,Providence ,"Providence , RI","Providence, RI",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,VT,"Chittenden County, VT",Williston,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,Chittenden ,"Chittenden , VT","Williston, VT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"New Haven County, CT",West Haven,Not Lead Purchase,9/26/2017,6,6,6,6,0,0,New Haven ,"New Haven , CT","West Haven, CT",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Fairfield County, CT",Shelton,Not Lead Purchase,10/3/2017,1,1,0,0,0,0,Fairfield ,"Fairfield , CT","Shelton, CT",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",East Hartford,Not Lead Purchase,10/18/2017,2,2,0,0,0,0,Hartford ,"Hartford , CT","East Hartford, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",Manchester,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Hartford ,"Hartford , CT","Manchester, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",Marlborough,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Hartford ,"Hartford , CT","Marlborough, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",New Britain,Not Lead Purchase,10/18/2017,1,1,0,0,0,0,Hartford ,"Hartford , CT","New Britain, CT",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",Tariffville,Not Lead Purchase,10/3/2017,1,1,0,0,0,0,Hartford ,"Hartford , CT","Tariffville, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",West Simsbury,Not Lead Purchase,10/3/2017,1,1,0,0,0,0,Hartford ,"Hartford , CT","West Simsbury, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",Windsor,Not Lead Purchase,10/18/2017,1,1,0,0,0,0,Hartford ,"Hartford , CT","Windsor, CT",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"New Haven County, CT",Madison,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,New Haven ,"New Haven , CT","Madison, CT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"New Haven County, CT",Waterbury,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,New Haven ,"New Haven , CT","Waterbury, CT",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Bristol County, MA",New Bedford,Not Lead Purchase,10/18/2017,1,1,0,0,0,0,Bristol ,"Bristol , MA","New Bedford, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Bristol County, MA",North Attleboro,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Bristol ,"Bristol , MA","North Attleboro, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Peabody,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Essex ,"Essex , MA","Peabody, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Peabody,Not Lead Purchase,10/18/2017,2,2,0,0,0,0,Essex ,"Essex , MA","Peabody, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Hampden County, MA",Springfield,Not Lead Purchase,10/3/2017,1,1,0,0,0,0,Hampden ,"Hampden , MA","Springfield, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Norfolk County, MA",Braintree,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Norfolk ,"Norfolk , MA","Braintree, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Norfolk County, MA",East Walpole,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Norfolk ,"Norfolk , MA","East Walpole, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Plymouth County, MA",Carver,Not Lead Purchase,10/18/2017,1,1,0,0,0,0,Plymouth ,"Plymouth , MA","Carver, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Plymouth County, MA",Rochester,Not Lead Purchase,10/3/2017,1,1,0,0,0,0,Plymouth ,"Plymouth , MA","Rochester, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Worcester County, MA",Clinton,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Worcester ,"Worcester , MA","Clinton, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Manchester,Lead Names,10/12/2017,1,1,0,0,0,0,Hillsborough ,"Hillsborough , NH","Manchester, NH",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Nashua,Lead Names,10/12/2017,1,1,0,0,0,0,Hillsborough ,"Hillsborough , NH","Nashua, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,NH,"Merrimack County, NH",Concord,Not Lead Purchase,10/26/2017,1,1,0,0,0,0,Merrimack ,"Merrimack , NH","Concord, NH",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Greenland,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Rockingham ,"Rockingham , NH","Greenland, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,RI,"Providence County, RI",Cumberland,Not Lead Purchase,10/18/2017,1,1,0,0,0,0,Providence ,"Providence , RI","Cumberland, RI",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,RI,"Washington County, RI",Westerly,Not Lead Purchase,10/26/2017,1,1,0,0,0,0,Washington ,"Washington , RI","Westerly, RI",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,VT,"Chittenden County, VT",Essex Junction,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Chittenden ,"Chittenden , VT","Essex Junction, VT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,VT,"Chittenden County, VT",South Burlington,Not Lead Purchase,10/10/2017,2,2,0,0,0,0,Chittenden ,"Chittenden , VT","South Burlington, VT",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Plymouth County, MA",Plymouth,Not Lead Purchase,10/10/2017,4,4,4,4,0,0,Plymouth ,"Plymouth , MA","Plymouth, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Temple,Lead Names,10/12/2017,1,1,0,0,0,0,Hillsborough ,"Hillsborough , NH","Temple, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Auburn,Lead Names,10/12/2017,1,1,0,0,0,0,Rockingham ,"Rockingham , NH","Auburn, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Danville,Lead Names,10/12/2017,1,1,0,0,0,0,Rockingham ,"Rockingham , NH","Danville, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Sep-18,8/15/2018-present,NH,"Hillsborough County, NH",Nashua,Lead Names,10/12/2017,1,1,0,0,0,0,Hillsborough ,"Hillsborough , NH","Nashua, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,MA,"Middlesex County, MA",Medford,Lead Names,10/12/2017,1,1,0,0,0,0,Middlesex ,"Middlesex , MA","Medford, MA",EventCity
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Middlesex County, MA",Hudson,Lead Names,10/12/2017,4,4,4,0,0,0,Middlesex ,"Middlesex , MA","Hudson, MA",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Oct-17,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Strafford County, NH",Rochester,Lead Names,10/12/2017,1,1,0,0,0,0,Strafford ,"Strafford , NH","Rochester, NH",NoEvent
Geo Targets,First-Year Student,CARN,Not Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,CT,"Fairfield County, CT",Bridgeport,Not Lead Purchase,11/1/2017,1,1,0,0,0,0,Fairfield ,"Fairfield , CT","Bridgeport, CT",EventCity
