"CityState","Geo.Targeted.Areas","Student.Type","Initial.Referral.Source","Stealth","Month.of.Created.Date","Created.Date..group.","Month.of.Initial.Source.Date","Initial.Source.Date..group.","Primary.State.Province","Primary.City..Primary.County..Primary.State.Province..group.","City","Purchased.Lead.Names","Created.Date","Lead","Inquiry","Applied","Admitted","Confirmed","Enrolled","County","CountySt","EventCity","ZIP","State","lat","lon"
"Kennewick, Washington","Other","First-Year Student","CARN","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Washington","Other","Kennewick","Not Lead Purchase","9/19/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Kennewick, Washington","Other","First-Year Student","CARN","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Washington","Other","Kennewick","Not Lead Purchase","9/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Outlook, Washington","Other","First-Year Student","CARN","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Washington","Other","Outlook","Not Lead Purchase","9/19/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Renton, Washington","Other","First-Year Student","CARN","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Washington","Other","Renton","Not Lead Purchase","9/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Seattle, Washington","Other","First-Year Student","CARN","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Washington","Other","Seattle","Not Lead Purchase","9/19/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Yakima, Washington","Other","First-Year Student","CARN","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Washington","Other","Yakima","Not Lead Purchase","9/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", Wisconsin","Other","First-Year Student","CARN","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Wisconsin","Other","","Not Lead Purchase","9/19/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Amery, Wisconsin","Other","First-Year Student","CARN","Not Stealth","Sep-17","8/15/2017-8/14/2018","Sep-17","8/15/2017-8/14/2018","Wisconsin","Other","Amery","Not Lead Purchase","9/19/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Saint Paul, Minnesota","Other","First-Year Student","CARN","Not Stealth","Sep-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Minnesota","Other","Saint Paul","Not Lead Purchase","9/26/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Las Vegas, ","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","","Other","Las Vegas","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Stv, ","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","","Other","Stv","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Albertville, Alabama","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Alabama","Other","Albertville","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Cullman, Alabama","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Alabama","Other","Cullman","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Stockton, Alabama","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Alabama","Other","Stockton","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Tuscumbia, Alabama","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Alabama","Other","Tuscumbia","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Buckeye, Arizona","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arizona","Other","Buckeye","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Casa Grande, Arizona","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arizona","Other","Casa Grande","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Gilbert, Arizona","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arizona","Other","Gilbert","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Mesa, Arizona","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arizona","Other","Mesa","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Phoenix, Arizona","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arizona","Other","Phoenix","Not Lead Purchase","10/18/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Luis, Arizona","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arizona","Other","San Luis","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Surprise, Arizona","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arizona","Other","Surprise","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Tucson, Arizona","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arizona","Other","Tucson","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Tucson, Arizona","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arizona","Other","Tucson","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Berryville, Arkansas","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arkansas","Other","Berryville","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Bryant, Arkansas","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arkansas","Other","Bryant","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hindsville, Arkansas","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arkansas","Other","Hindsville","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hot Springs National Park, Arkansas","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arkansas","Other","Hot Springs National Park","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Sherwood, Arkansas","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arkansas","Other","Sherwood","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Springdale, Arkansas","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arkansas","Other","Springdale","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Springdale, Arkansas","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Arkansas","Other","Springdale","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Albany, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Albany","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Azusa, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Azusa","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Bakersfield, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Bakersfield","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Beaumont, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Beaumont","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Beaumont, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Beaumont","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Carson, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Carson","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Cerritos, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Cerritos","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Chula Vista, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Chula Vista","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Chula Vista, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Chula Vista","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Clovis, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Clovis","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Denair, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Denair","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Elk Grove, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Elk Grove","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Firebaugh, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Firebaugh","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fresno, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Fresno","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fresno, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Fresno","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Garden Grove, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Garden Grove","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hawthorne, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Hawthorne","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hesperia, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Hesperia","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Imperial, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Imperial","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lakeside, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Lakeside","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lancaster, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Lancaster","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lancaster, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Lancaster","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Long Beach, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Long Beach","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Los Angeles, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Los Angeles","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Los Angeles, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Los Angeles","Not Lead Purchase","10/18/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Los Angeles, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Los Angeles","Not Lead Purchase","10/26/2017",3,3,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Modesto, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Modesto","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Moreno Valley, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Moreno Valley","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Newark, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Newark","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Perris, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Perris","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Pomona, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Pomona","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Rialto, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Rialto","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Richmond, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Richmond","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Riverside, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Riverside","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Riverside, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Riverside","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Sacramento, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Sacramento","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Diego, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","San Diego","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Diego, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","San Diego","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Francisco, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","San Francisco","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Jacinto, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","San Jacinto","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Jose, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","San Jose","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Miguel, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","San Miguel","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Pedro, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","San Pedro","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Santa Ana, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Santa Ana","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Santa Clarita, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Santa Clarita","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Santa Clarita, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Santa Clarita","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scotts Valley, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Scotts Valley","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"South El Monte, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","South El Monte","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Spring Valley, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Spring Valley","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Valencia, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Valencia","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Whittier, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Whittier","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Windsor, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Windsor","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Yucaipa, California","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Yucaipa","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Aurora, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Aurora","Not Lead Purchase","10/18/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Crested Butte, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Crested Butte","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Denver, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Denver","Not Lead Purchase","10/18/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Dillon, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Dillon","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Evergreen, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Evergreen","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fountain, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Fountain","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Golden, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Golden","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Greeley, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Greeley","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Gunnison, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Gunnison","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Loveland, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Loveland","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
