"CityState","Geo.Targeted.Areas","Student.Type","Initial.Referral.Source","Stealth","Month.of.Created.Date","Created.Date..group.","Month.of.Initial.Source.Date","Initial.Source.Date..group.","Primary.State.Province","Primary.City..Primary.County..Primary.State.Province..group.","City","Purchased.Lead.Names","Created.Date","Lead","Inquiry","Applied","Admitted","Confirmed","Enrolled","County","CountySt","EventCity","ZIP","State","lat","lon"
"Lewiston, Maine","Other","First-Year Student","ACTT","Not Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","Maine","Other","Lewiston","Not Lead Purchase","9/28/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Sumrall, Mississippi","Other","First-Year Student","ACTT","Not Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","Mississippi","Other","Sumrall","Not Lead Purchase","9/21/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Baton Rouge, Louisiana","Other","First-Year Student","ACTT","Not Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","Louisiana","Other","Baton Rouge","Not Lead Purchase","10/26/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Sweden, Maine","Other","First-Year Student","ACTT","Not Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","Maine","Other","Sweden","Not Lead Purchase","10/26/2018",1,1,1,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Milwaukee, Wisconsin","Other","First-Year Student","ACTT","Not Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","Wisconsin","Other","Milwaukee","Not Lead Purchase","10/26/2018",1,1,1,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fresno, California","Other","First-Year Student","ACTT","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","California","Other","Fresno","Not Lead Purchase","11/22/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Leesburg, Florida","Other","First-Year Student","ACTT","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","Florida","Other","Leesburg","Not Lead Purchase","11/16/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Franklinton, Louisiana","Other","First-Year Student","ACTT","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","Louisiana","Other","Franklinton","Not Lead Purchase","11/22/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Saint Louis, Missouri","Other","First-Year Student","ACTT","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","Missouri","Other","Saint Louis","Not Lead Purchase","11/16/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Axtell, Nebraska","Other","First-Year Student","ACTT","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","Nebraska","Other","Axtell","Not Lead Purchase","11/16/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Grants, New Mexico","Other","First-Year Student","ACTT","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","New Mexico","Other","Grants","Not Lead Purchase","11/2/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Perry, Ohio","Other","First-Year Student","ACTT","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","Ohio","Other","Perry","Not Lead Purchase","11/22/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Cleveland, Tennessee","Other","First-Year Student","ACTT","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","Tennessee","Other","Cleveland","Not Lead Purchase","11/16/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Dallas, Texas","Other","First-Year Student","ACTT","Not Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","Texas","Other","Dallas","Not Lead Purchase","11/9/2018",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Saco, Maine","Other","First-Year Student","ADVU","Not Stealth","Jun-15","Before 8/15/2016","Nov-18","8/15/2018-present","Maine","Other","Saco","Not Lead Purchase","6/5/2015",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Poland, Maine","Other","First-Year Student","APPD","Not Stealth","Jun-17","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Poland","Lead Names","6/6/2017",1,0,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","APPD","Not Stealth","Dec-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Scarborough","Not Lead Purchase","12/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Arundel, Maine","Other","First-Year Student","APPL","Stealth","Oct-14","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Arundel","Not Lead Purchase","10/24/2014",1,1,1,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Bangor, Maine","Other","First-Year Student","APPL","Stealth","Oct-14","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Bangor","Not Lead Purchase","10/24/2014",1,1,1,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Cape Elizabeth, Maine","Other","First-Year Student","APPL","Stealth","Oct-14","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Cape Elizabeth","Not Lead Purchase","10/20/2014",1,1,1,1,1,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Sabattus, Maine","Other","First-Year Student","APPL","Stealth","Jun-15","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Sabattus","Not Lead Purchase","6/5/2015",1,1,1,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Belfast, Maine","Other","First-Year Student","APPL","Stealth","Nov-15","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Belfast","Not Lead Purchase","11/18/2015",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Deer Isle, Maine","Other","First-Year Student","APPL","Stealth","Nov-15","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Deer Isle","Not Lead Purchase","11/16/2015",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Windham, Maine","Other","First-Year Student","APPL","Stealth","Nov-15","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Windham","Not Lead Purchase","11/19/2015",6,6,6,6,6,6,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Belfast, Maine","Other","First-Year Student","APPL","Stealth","Nov-15","Before 8/15/2016","Nov-18","8/15/2018-present","Maine","Other","Belfast","Not Lead Purchase","11/18/2015",2,2,2,2,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Rumford, Maine","Other","First-Year Student","APPL","Stealth","Mar-16","Before 8/15/2016","Oct-17","8/15/2017-8/14/2018","Maine","Other","Rumford","Lead Names","3/2/2016",1,1,1,1,1,1,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Westbrook, Maine","Other","First-Year Student","APPL","Stealth","Mar-16","Before 8/15/2016","Oct-17","8/15/2017-8/14/2018","Maine","Other","Westbrook","Lead Names","3/2/2016",2,2,2,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Oxford, Maine","Other","First-Year Student","APPL","Stealth","Mar-16","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Oxford","Not Lead Purchase","3/29/2016",6,6,6,6,6,6,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"South Berwick, Maine","Other","First-Year Student","APPL","Stealth","Mar-16","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","South Berwick","Lead Names","3/2/2016",1,1,1,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Falmouth, Maine","Other","First-Year Student","APPL","Stealth","Mar-16","Before 8/15/2016","Oct-18","8/15/2018-present","Maine","Other","Falmouth","Lead Names","3/2/2016",1,1,1,1,1,1,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Gorham, Maine","Other","First-Year Student","APPL","Stealth","Mar-16","Before 8/15/2016","Nov-18","8/15/2018-present","Maine","Other","Gorham","Lead Names","3/2/2016",1,1,1,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lewiston, Maine","Other","First-Year Student","APPL","Stealth","Jun-16","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Lewiston","Lead Names","6/21/2016",1,1,1,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Waterville, Maine","Other","First-Year Student","APPL","Stealth","Jun-16","Before 8/15/2016","Nov-17","8/15/2017-8/14/2018","Maine","Other","Waterville","Lead Names","6/21/2016",1,1,1,1,1,1,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hollis Center, Maine","Other","First-Year Student","APPL","Stealth","Oct-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Hollis Center","Not Lead Purchase","10/28/2016",6,6,6,6,6,6,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lewiston, Maine","Other","First-Year Student","APPL","Stealth","Oct-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Lewiston","Not Lead Purchase","10/24/2016",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Springvale, Maine","Other","First-Year Student","APPL","Stealth","Nov-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Springvale","Not Lead Purchase","11/15/2016",6,6,6,6,6,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Carmel, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Sep-17","8/15/2017-8/14/2018","Maine","Other","Carmel","Lead Names","12/12/2016",1,1,1,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Bath, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Bath","Lead Names","12/12/2016",2,2,2,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Dixfield, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Dixfield","Lead Names","12/12/2016",2,2,2,2,2,2,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Durham, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Durham","Not Lead Purchase","12/20/2016",5,5,5,5,5,5,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Eagle Lake, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Eagle Lake","Lead Names","12/12/2016",1,1,1,1,1,1,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Embden, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Embden","Lead Names","12/12/2016",1,1,1,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fairfield, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Fairfield","Lead Names","12/12/2016",1,1,1,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Howland, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Howland","Lead Names","12/12/2016",1,1,1,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Livermore, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Livermore","Lead Names","12/12/2016",2,2,2,2,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lyman, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Lyman","Lead Names","12/12/2016",1,1,1,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Madawaska, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Madawaska","Lead Names","12/12/2016",2,2,2,2,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Orrington, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Orrington","Lead Names","12/12/2016",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Skowhegan, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","Skowhegan","Lead Names","12/12/2016",1,1,1,1,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"South China, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","Maine","Other","South China","Lead Names","12/12/2016",5,5,5,5,5,5,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Auburn, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Auburn","Lead Names","12/12/2016",3,3,3,3,1,1,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Bangor, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Bangor","Lead Names","12/12/2016",2,2,2,2,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Bath, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Bath","Lead Names","12/12/2016",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Biddeford, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","Biddeford","Lead Names","12/12/2016",6,6,6,6,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"China Village, Maine","Other","First-Year Student","APPL","Stealth","Dec-16","8/15/2016-8/14/2017","Nov-17","8/15/2017-8/14/2018","Maine","Other","China Village","Lead Names","12/12/2016",3,3,3,3,3,3,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
