"CitySt","Year","State","County","City","Targeted","Bounces","Exits","New.Users","Number.of.Records","Pageviews","Session.Duration","Sessions","Time.On.Page","Unique.Pageviews","EventCity","CityState","ZIP","lat","lon"
"Danvers, MA",2018,"Massachusetts","Essex","Danvers","Targeted","3","4","4",4,"5","1","4","1","4","No Event",NA,NA,NA,NA
"Georgetown, MA",2018,"Massachusetts","Essex","Georgetown","Targeted","1","2","2",2,"4","33","2","32","2","No Event",NA,NA,NA,NA
"Gloucester, MA",2018,"Massachusetts","Essex","Gloucester","Targeted","5","5","5",5,"5","0","5","0","5","No Event",NA,NA,NA,NA
"Hamilton, MA",2018,"Massachusetts","Essex","Hamilton","Targeted","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Haverhill, MA",2018,"Massachusetts","Essex","Haverhill","Targeted","28","28","26",26,"28","0","28","0","28","EventCity",NA,NA,NA,NA
"Ipswich, MA",2018,"Massachusetts","Essex","Ipswich","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Lawrence, MA",2018,"Massachusetts","Essex","Lawrence","Targeted","43","44","41",39,"48","429","44","429","48","EventCity",NA,NA,NA,NA
"Lynn, MA",2018,"Massachusetts","Essex","Lynn","Targeted","30","32","30",28,"34","54","32","54","33","No Event",NA,NA,NA,NA
"Lynnfield, MA",2018,"Massachusetts","Essex","Lynnfield","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Marblehead, MA",2018,"Massachusetts","Essex","Marblehead","Targeted","3","3","2",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Methuen, MA",2018,"Massachusetts","Essex","Methuen","Targeted","29","30","28",28,"31","2","30","2","30","EventCity",NA,NA,NA,NA
"Newbury, MA",2018,"Massachusetts","Essex","Newbury","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Newburyport, MA",2018,"Massachusetts","Essex","Newburyport","Targeted","13","13","13",12,"13","0","13","0","13","EventCity",NA,NA,NA,NA
"North Andover, MA",2018,"Massachusetts","Essex","North Andover","Targeted","7","8","8",8,"9","2","8","2","8","No Event",NA,NA,NA,NA
"Peabody, MA",2018,"Massachusetts","Essex","Peabody","Targeted","6","7","7",7,"8","0","7","0","7","EventCity",NA,NA,NA,NA
"Rockport, MA",2018,"Massachusetts","Essex","Rockport","Targeted","10","11","6",10,"21","139","11","137","11","No Event",NA,NA,NA,NA
"Rowley, MA",2018,"Massachusetts","Essex","Rowley","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Salem, MA",2018,"Massachusetts","Essex","Salem","Targeted","12","12","12",11,"12","0","12","0","12","No Event",NA,NA,NA,NA
"Saugus, MA",2018,"Massachusetts","Essex","Saugus","Targeted","17","17","14",16,"17","0","17","0","17","No Event",NA,NA,NA,NA
"Swampscott, MA",2018,"Massachusetts","Essex","Swampscott","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Deerfield, MA",2018,"Massachusetts","Franklin","Deerfield","Other","5","5","5",5,"5","0","5","0","5","No Event",NA,NA,NA,NA
"Sunderland, MA",2018,"Massachusetts","Franklin","Sunderland","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Agawam, MA",2018,"Massachusetts","Hampden","Agawam","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Chicopee, MA",2018,"Massachusetts","Hampden","Chicopee","Targeted","7","7","7",7,"7","0","7","0","7","EventCity",NA,NA,NA,NA
"East Longmeadow, MA",2018,"Massachusetts","Hampden","East Longmeadow","Targeted","3","4","3",4,"5","12","4","12","5","EventCity",NA,NA,NA,NA
"Hampden, MA",2018,"Massachusetts","Hampden","Hampden","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Holyoke, MA",2018,"Massachusetts","Hampden","Holyoke","Targeted","4","4","4",4,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Longmeadow, MA",2018,"Massachusetts","Hampden","Longmeadow","Targeted","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Ludlow, MA",2018,"Massachusetts","Hampden","Ludlow","Targeted","5","5","4",5,"5","0","5","0","5","EventCity",NA,NA,NA,NA
"Monson, MA",2018,"Massachusetts","Hampden","Monson","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Palmer, MA",2018,"Massachusetts","Hampden","Palmer","Targeted","3","3","3",3,"3","0","3","0","3","EventCity",NA,NA,NA,NA
"Springfield, MA",2018,"Massachusetts","Hampden","Springfield","Targeted","35","37","35",28,"40","103","37","103","38","EventCity",NA,NA,NA,NA
"West Springfield, MA",2018,"Massachusetts","Hampden","West Springfield","Targeted","7","7","6",5,"7","0","7","0","7","EventCity",NA,NA,NA,NA
"Westfield, MA",2018,"Massachusetts","Hampden","Westfield","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Wilbraham, MA",2018,"Massachusetts","Hampden","Wilbraham","Targeted","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Amherst, MA",2018,"Massachusetts","Hampshire","Amherst","Other","10","10","10",10,"10","0","10","0","10","No Event",NA,NA,NA,NA
"Belchertown, MA",2018,"Massachusetts","Hampshire","Belchertown","Other","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Easthampton, MA",2018,"Massachusetts","Hampshire","Easthampton","Other","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Hadley, MA",2018,"Massachusetts","Hampshire","Hadley","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Northampton, MA",2018,"Massachusetts","Hampshire","Northampton","Other","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"South Hadley, MA",2018,"Massachusetts","Hampshire","South Hadley","Other","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Southampton, MA",2018,"Massachusetts","Hampshire","Southampton","Other","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Acton, MA",2018,"Massachusetts","Middlesex","Acton","Targeted","11","11","11",11,"11","0","11","0","11","No Event",NA,NA,NA,NA
"Arlington, MA",2018,"Massachusetts","Middlesex","Arlington","Targeted","9","9","8",8,"9","0","9","0","9","No Event",NA,NA,NA,NA
"Ashland, MA",2018,"Massachusetts","Middlesex","Ashland","Targeted","4","4","4",4,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Ayer, MA",2018,"Massachusetts","Middlesex","Ayer","Targeted","1","1","0",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Bedford, MA",2018,"Massachusetts","Middlesex","Bedford","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Belmont, MA",2018,"Massachusetts","Middlesex","Belmont","Targeted","9","9","9",8,"9","0","9","0","9","No Event",NA,NA,NA,NA
"Billerica, MA",2018,"Massachusetts","Middlesex","Billerica","Targeted","7","7","7",7,"7","0","7","0","7","EventCity",NA,NA,NA,NA
"Burlington, MA",2018,"Massachusetts","Middlesex","Burlington","Targeted","7","7","7",7,"7","0","7","0","7","No Event",NA,NA,NA,NA
"Cambridge, MA",2018,"Massachusetts","Middlesex","Cambridge","Targeted","29","30","30",28,"31","116","30","116","31","EventCity",NA,NA,NA,NA
"Chelmsford, MA",2018,"Massachusetts","Middlesex","Chelmsford","Targeted","14","16","14",16,"18","48","16","48","17","No Event",NA,NA,NA,NA
"Concord, MA",2018,"Massachusetts","Middlesex","Concord","Targeted","16","17","13",16,"18","0","17","0","17","No Event",NA,NA,NA,NA
"Dracut, MA",2018,"Massachusetts","Middlesex","Dracut","Targeted","12","14","13",14,"19","146","14","146","14","No Event",NA,NA,NA,NA
"Everett, MA",2018,"Massachusetts","Middlesex","Everett","Targeted","5","5","5",5,"5","0","5","0","5","No Event",NA,NA,NA,NA
"Framingham, MA",2018,"Massachusetts","Middlesex","Framingham","Targeted","36","38","34",34,"40","1,007","38","1,007","38","No Event",NA,NA,NA,NA
"Groton, MA",2018,"Massachusetts","Middlesex","Groton","Targeted","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Holliston, MA",2018,"Massachusetts","Middlesex","Holliston","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Hopkinton, MA",2018,"Massachusetts","Middlesex","Hopkinton","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Hudson, MA",2018,"Massachusetts","Middlesex","Hudson","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Lexington, MA",2018,"Massachusetts","Middlesex","Lexington","Targeted","10","10","9",10,"10","0","10","0","10","EventCity",NA,NA,NA,NA
"Littleton, MA",2018,"Massachusetts","Middlesex","Littleton","Targeted","4","4","4",4,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Lowell, MA",2018,"Massachusetts","Middlesex","Lowell","Targeted","99","107","64",86,"117","1,281","107","1,281","108","EventCity",NA,NA,NA,NA
"Malden, MA",2018,"Massachusetts","Middlesex","Malden","Targeted","46","46","32",37,"46","0","46","0","46","No Event",NA,NA,NA,NA
"Marlborough, MA",2018,"Massachusetts","Middlesex","Marlborough","Targeted","25","29","25",28,"39","516","29","516","33","No Event",NA,NA,NA,NA
"Maynard, MA",2018,"Massachusetts","Middlesex","Maynard","Targeted","6","6","6",6,"6","0","6","0","6","No Event",NA,NA,NA,NA
"Medford, MA",2018,"Massachusetts","Middlesex","Medford","Targeted","26","27","23",22,"30","216","27","217","27","EventCity",NA,NA,NA,NA
"Melrose, MA",2018,"Massachusetts","Middlesex","Melrose","Targeted","13","15","12",13,"17","141","15","141","15","No Event",NA,NA,NA,NA
"Natick, MA",2018,"Massachusetts","Middlesex","Natick","Targeted","11","11","10",9,"11","0","11","0","11","No Event",NA,NA,NA,NA
"Newton, MA",2018,"Massachusetts","Middlesex","Newton","Targeted","36","36","28",30,"36","0","36","0","36","No Event",NA,NA,NA,NA
"North Reading, MA",2018,"Massachusetts","Middlesex","North Reading","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Pepperell, MA",2018,"Massachusetts","Middlesex","Pepperell","Targeted","4","4","4",3,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Reading, MA",2018,"Massachusetts","Middlesex","Reading","Targeted","5","6","6",5,"7","0","6","0","6","No Event",NA,NA,NA,NA
"Sherborn, MA",2018,"Massachusetts","Middlesex","Sherborn","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Somerville, MA",2018,"Massachusetts","Middlesex","Somerville","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Stoneham, MA",2018,"Massachusetts","Middlesex","Stoneham","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Stow, MA",2018,"Massachusetts","Middlesex","Stow","Targeted","3","4","4",3,"5","0","4","0","4","No Event",NA,NA,NA,NA
"Sudbury, MA",2018,"Massachusetts","Middlesex","Sudbury","Targeted","11","11","8",11,"11","0","11","0","11","No Event",NA,NA,NA,NA
"Tewksbury, MA",2018,"Massachusetts","Middlesex","Tewksbury","Targeted","11","11","10",11,"11","0","11","0","11","No Event",NA,NA,NA,NA
"Tyngsborough, MA",2018,"Massachusetts","Middlesex","Tyngsborough","Targeted","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Wakefield, MA",2018,"Massachusetts","Middlesex","Wakefield","Targeted","9","10","10",9,"12","114","10","114","11","No Event",NA,NA,NA,NA
"Waltham, MA",2018,"Massachusetts","Middlesex","Waltham","Targeted","34","36","29",32,"40","1,490","36","1,490","38","EventCity",NA,NA,NA,NA
"Watertown, MA",2018,"Massachusetts","Middlesex","Watertown","Targeted","5","5","5",5,"5","0","5","0","5","EventCity",NA,NA,NA,NA
"Wayland, MA",2018,"Massachusetts","Middlesex","Wayland","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Westford, MA",2018,"Massachusetts","Middlesex","Westford","Targeted","16","16","15",16,"16","0","16","0","16","No Event",NA,NA,NA,NA
"Weston, MA",2018,"Massachusetts","Middlesex","Weston","Targeted","7","8","5",8,"9","7","8","7","8","No Event",NA,NA,NA,NA
"Wilmington, MA",2018,"Massachusetts","Middlesex","Wilmington","Targeted","7","8","7",7,"9","801","8","801","8","EventCity",NA,NA,NA,NA
"Winchester, MA",2018,"Massachusetts","Middlesex","Winchester","Targeted","9","9","9",9,"9","0","9","0","9","No Event",NA,NA,NA,NA
"Woburn, MA",2018,"Massachusetts","Middlesex","Woburn","Targeted","15","15","13",14,"15","0","15","0","15","No Event",NA,NA,NA,NA
"Braintree, MA",2018,"Massachusetts","Norfolk","Braintree","Targeted","4","9","4",7,"15","27","9","28","9","EventCity",NA,NA,NA,NA
"Dedham, MA",2018,"Massachusetts","Norfolk","Dedham","Targeted","7","7","7",7,"7","0","7","0","7","EventCity",NA,NA,NA,NA
"Foxborough, MA",2018,"Massachusetts","Norfolk","Foxborough","Targeted","9","10","8",10,"11","1,783","10","1,783","10","No Event",NA,NA,NA,NA
"Franklin, MA",2018,"Massachusetts","Norfolk","Franklin","Targeted","13","15","15",14,"21","77","15","78","19","EventCity",NA,NA,NA,NA
"Medway, MA",2018,"Massachusetts","Norfolk","Medway","Targeted","4","4","4",4,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Millis, MA",2018,"Massachusetts","Norfolk","Millis","Targeted","4","4","2",3,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Milton, MA",2018,"Massachusetts","Norfolk","Milton","Targeted","8","9","9",9,"18","1,934","9","1,934","12","EventCity",NA,NA,NA,NA
"Needham, MA",2018,"Massachusetts","Norfolk","Needham","Targeted","8","8","8",8,"8","0","8","0","8","No Event",NA,NA,NA,NA
"Norwood, MA",2018,"Massachusetts","Norfolk","Norwood","Targeted","10","11","11",11,"13","86","11","85","12","No Event",NA,NA,NA,NA
"Quincy, MA",2018,"Massachusetts","Norfolk","Quincy","Targeted","26","27","22",25,"29","13","27","13","27","No Event",NA,NA,NA,NA
"Randolph, MA",2018,"Massachusetts","Norfolk","Randolph","Targeted","7","7","7",7,"7","0","7","0","7","EventCity",NA,NA,NA,NA
"Sharon, MA",2018,"Massachusetts","Norfolk","Sharon","Targeted","8","9","8",9,"10","2","9","2","9","No Event",NA,NA,NA,NA
"Stoughton, MA",2018,"Massachusetts","Norfolk","Stoughton","Targeted","7","7","7",5,"7","0","7","0","7","No Event",NA,NA,NA,NA
"Walpole, MA",2018,"Massachusetts","Norfolk","Walpole","Targeted","7","7","7",7,"7","0","7","0","7","No Event",NA,NA,NA,NA
"Wellesley, MA",2018,"Massachusetts","Norfolk","Wellesley","Targeted","9","9","8",9,"9","0","9","0","9","No Event",NA,NA,NA,NA
"Westwood, MA",2018,"Massachusetts","Norfolk","Westwood","Targeted","1","2","1",1,"4","18","2","19","2","EventCity",NA,NA,NA,NA
"Weymouth, MA",2018,"Massachusetts","Norfolk","Weymouth","Targeted","11","11","11",9,"11","0","11","0","11","No Event",NA,NA,NA,NA
"Abington, MA",2018,"Massachusetts","Plymouth","Abington","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Bridgewater, MA",2018,"Massachusetts","Plymouth","Bridgewater","Targeted","8","9","9",9,"10","3","9","3","9","EventCity",NA,NA,NA,NA
"Brockton, MA",2018,"Massachusetts","Plymouth","Brockton","Targeted","49","54","45",42,"93","16,989","54","16,987","54","EventCity",NA,NA,NA,NA
"Carver, MA",2018,"Massachusetts","Plymouth","Carver","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Duxbury, MA",2018,"Massachusetts","Plymouth","Duxbury","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Hingham, MA",2018,"Massachusetts","Plymouth","Hingham","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Kingston, MA",2018,"Massachusetts","Plymouth","Kingston","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Lakeville, MA",2018,"Massachusetts","Plymouth","Lakeville","Targeted","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Marion, MA",2018,"Massachusetts","Plymouth","Marion","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Marshfield, MA",2018,"Massachusetts","Plymouth","Marshfield","Targeted","6","6","4",5,"6","0","6","0","6","EventCity",NA,NA,NA,NA
"Middleborough, MA",2018,"Massachusetts","Plymouth","Middleborough","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Norwell, MA",2018,"Massachusetts","Plymouth","Norwell","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Pembroke, MA",2018,"Massachusetts","Plymouth","Pembroke","Targeted","5","6","6",6,"7","12","6","12","6","No Event",NA,NA,NA,NA
"Plymouth, MA",2018,"Massachusetts","Plymouth","Plymouth","Targeted","15","15","14",14,"15","0","15","0","15","EventCity",NA,NA,NA,NA
"Rockland, MA",2018,"Massachusetts","Plymouth","Rockland","Targeted","5","6","5",5,"7","3","6","3","6","No Event",NA,NA,NA,NA
"Scituate, MA",2018,"Massachusetts","Plymouth","Scituate","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Boston, MA",2018,"Massachusetts","Suffolk","Boston","Targeted","1,406","1,518","1,053",522,"1,740","32,684","1,518","32,682","1,576","EventCity",NA,NA,NA,NA
"Brookline, MA",2018,"Massachusetts","Suffolk","Brookline","Targeted","12","12","12",12,"12","0","12","0","12","No Event",NA,NA,NA,NA
"Chelsea, MA",2018,"Massachusetts","Suffolk","Chelsea","Targeted","12","12","8",12,"12","0","12","0","12","No Event",NA,NA,NA,NA
"Revere, MA",2018,"Massachusetts","Suffolk","Revere","Targeted","25","25","20",22,"25","0","25","0","25","EventCity",NA,NA,NA,NA
"Athol, MA",2018,"Massachusetts","Worcester","Athol","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Auburn, MA",2018,"Massachusetts","Worcester","Auburn","Targeted","11","11","2",7,"11","0","11","0","11","EventCity",NA,NA,NA,NA
"Barre, MA",2018,"Massachusetts","Worcester","Barre","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Berlin, MA",2018,"Massachusetts","Worcester","Berlin","Targeted","1","1","0",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Blackstone, MA",2018,"Massachusetts","Worcester","Blackstone","Targeted","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Charlton, MA",2018,"Massachusetts","Worcester","Charlton","Targeted","3","3","3",2,"3","0","3","0","3","EventCity",NA,NA,NA,NA
"Clinton, MA",2018,"Massachusetts","Worcester","Clinton","Targeted","6","6","3",6,"6","0","6","0","6","No Event",NA,NA,NA,NA
"Fitchburg, MA",2018,"Massachusetts","Worcester","Fitchburg","Targeted","9","9","9",8,"9","0","9","0","9","EventCity",NA,NA,NA,NA
"Grafton, MA",2018,"Massachusetts","Worcester","Grafton","Targeted","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Harvard, MA",2018,"Massachusetts","Worcester","Harvard","Targeted","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Holden, MA",2018,"Massachusetts","Worcester","Holden","Targeted","10","10","10",9,"10","0","10","0","10","No Event",NA,NA,NA,NA
"Leicester, MA",2018,"Massachusetts","Worcester","Leicester","Targeted","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Leominster, MA",2018,"Massachusetts","Worcester","Leominster","Targeted","16","16","16",15,"16","0","16","0","16","No Event",NA,NA,NA,NA
"Lunenburg, MA",2018,"Massachusetts","Worcester","Lunenburg","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Milford, MA",2018,"Massachusetts","Worcester","Milford","Targeted","11","11","11",11,"11","0","11","0","11","No Event",NA,NA,NA,NA
"North Brookfield, MA",2018,"Massachusetts","Worcester","North Brookfield","Targeted","0","2","2",2,"10","256","2","255","6","No Event",NA,NA,NA,NA
"Northborough, MA",2018,"Massachusetts","Worcester","Northborough","Targeted","6","7","6",6,"8","237","7","237","7","EventCity",NA,NA,NA,NA
"Northbridge, MA",2018,"Massachusetts","Worcester","Northbridge","Targeted","5","5","3",4,"5","0","5","0","5","No Event",NA,NA,NA,NA
"Oxford, MA",2018,"Massachusetts","Worcester","Oxford","Targeted","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Paxton, MA",2018,"Massachusetts","Worcester","Paxton","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Shrewsbury, MA",2018,"Massachusetts","Worcester","Shrewsbury","Targeted","9","9","8",9,"9","0","9","0","9","No Event",NA,NA,NA,NA
"Southbridge, MA",2018,"Massachusetts","Worcester","Southbridge","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Spencer, MA",2018,"Massachusetts","Worcester","Spencer","Targeted","2","3","3",2,"4","1","3","1","3","No Event",NA,NA,NA,NA
"Sterling, MA",2018,"Massachusetts","Worcester","Sterling","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Sturbridge, MA",2018,"Massachusetts","Worcester","Sturbridge","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Sutton, MA",2018,"Massachusetts","Worcester","Sutton","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Upton, MA",2018,"Massachusetts","Worcester","Upton","Targeted","2","3","3",3,"5","77","3","77","5","No Event",NA,NA,NA,NA
"Uxbridge, MA",2018,"Massachusetts","Worcester","Uxbridge","Targeted","3","3","3",3,"3","0","3","0","3","EventCity",NA,NA,NA,NA
"West Boylston, MA",2018,"Massachusetts","Worcester","West Boylston","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Westborough, MA",2018,"Massachusetts","Worcester","Westborough","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Winchendon, MA",2018,"Massachusetts","Worcester","Winchendon","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Worcester, MA",2018,"Massachusetts","Worcester","Worcester","Targeted","113","124","99",95,"158","2,832","124","2,831","132","EventCity",NA,NA,NA,NA
"Barnstead, NH",2018,"New Hampshire","Belknap","Barnstead","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Belmont, NH",2018,"New Hampshire","Belknap","Belmont","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Gilford, NH",2018,"New Hampshire","Belknap","Gilford","Other","1","2","2",2,"3","1","2","1","3","EventCity",NA,NA,NA,NA
"Laconia, NH",2018,"New Hampshire","Belknap","Laconia","Other","7","8","7",8,"9","4","8","4","8","EventCity",NA,NA,NA,NA
"Meredith, NH",2018,"New Hampshire","Belknap","Meredith","Other","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Tilton, NH",2018,"New Hampshire","Belknap","Tilton","Targeted","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Bartlett, NH",2018,"New Hampshire","Carroll","Bartlett","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Conway, NH",2018,"New Hampshire","Carroll","Conway","Other","15","15","14",14,"15","0","15","0","15","No Event",NA,NA,NA,NA
"Freedom, NH",2018,"New Hampshire","Carroll","Freedom","Other","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Madison, NH",2018,"New Hampshire","Carroll","Madison","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Moultonborough, NH",2018,"New Hampshire","Carroll","Moultonborough","Other","5","6","6",6,"7","51","6","51","6","No Event",NA,NA,NA,NA
"Tamworth, NH",2018,"New Hampshire","Carroll","Tamworth","Other","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Wakefield, NH",2018,"New Hampshire","Carroll","Wakefield","Other","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Wolfeboro, NH",2018,"New Hampshire","Carroll","Wolfeboro","Other","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Fitzwilliam, NH",2018,"New Hampshire","Cheshire","Fitzwilliam","Other","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Keene, NH",2018,"New Hampshire","Cheshire","Keene","Other","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Rindge, NH",2018,"New Hampshire","Cheshire","Rindge","Other","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Stoddard, NH",2018,"New Hampshire","Cheshire","Stoddard","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Walpole, NH",2018,"New Hampshire","Cheshire","Walpole","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Berlin, NH",2018,"New Hampshire","Coos","Berlin","Other","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Colebrook, NH",2018,"New Hampshire","Coos","Colebrook","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Gorham, NH",2018,"New Hampshire","Coos","Gorham","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Northumberland, NH",2018,"New Hampshire","Coos","Northumberland","Other","2","3","2",2,"6","17","3","16","4","No Event",NA,NA,NA,NA
"Bristol, NH",2018,"New Hampshire","Grafton","Bristol","Other","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Holderness, NH",2018,"New Hampshire","Grafton","Holderness","Other","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Lebanon, NH",2018,"New Hampshire","Grafton","Lebanon","Other","7","9","3",7,"13","1,731","9","1,731","10","No Event",NA,NA,NA,NA
"Amherst, NH",2018,"New Hampshire","Hillsborough","Amherst","Targeted","5","5","5",5,"5","0","5","0","5","No Event",NA,NA,NA,NA
"Bedford, NH",2018,"New Hampshire","Hillsborough","Bedford","Targeted","7","7","7",6,"7","0","7","0","7","No Event",NA,NA,NA,NA
"Goffstown, NH",2018,"New Hampshire","Hillsborough","Goffstown","Targeted","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Greenville, NH",2018,"New Hampshire","Hillsborough","Greenville","Targeted","2","2","1",1,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Hollis, NH",2018,"New Hampshire","Hillsborough","Hollis","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Hudson, NH",2018,"New Hampshire","Hillsborough","Hudson","Targeted","13","13","12",13,"13","0","13","0","13","No Event",NA,NA,NA,NA
"Manchester, NH",2018,"New Hampshire","Hillsborough","Manchester","Targeted","27","30","30",27,"34","135","30","135","32","EventCity",NA,NA,NA,NA
"Merrimack, NH",2018,"New Hampshire","Hillsborough","Merrimack","Targeted","9","10","10",10,"11","0","10","0","10","No Event",NA,NA,NA,NA
"Milford, NH",2018,"New Hampshire","Hillsborough","Milford","Targeted","13","13","11",12,"13","0","13","0","13","No Event",NA,NA,NA,NA
"Nashua, NH",2018,"New Hampshire","Hillsborough","Nashua","Targeted","35","37","33",35,"41","460","37","460","38","No Event",NA,NA,NA,NA
