CityState,ZIP,City,State,lat,lon
"McIndoe Falls, VT",05050,McIndoe Falls,VT,44.46239,-72.135804
"Newbury, VT",05051,Newbury,VT,44.075132,-72.07174
"North Hartland, VT",05052,North Hartland,VT,43.598261,-72.351
"North Pomfret, VT",05053,North Pomfret,VT,43.714887,-72.49886
"North Thetford, VT",05054,North Thetford,VT,43.852619,-72.18798
"Norwich, VT",05055,Norwich,VT,43.735335,-72.29086
"Plymouth, VT",05056,Plymouth,VT,43.531612,-72.72179
"Post Mills, VT",05058,Post Mills,VT,43.884626,-72.26075
"Quechee, VT",05059,Quechee,VT,43.649153,-72.42943
"Randolph, VT",05060,Randolph,VT,43.954353,-72.66916
"Randolph Center, VT",05061,Randolph Center,VT,43.928369,-72.5731
"Reading, VT",05062,Reading,VT,43.485715,-72.5536
"Sharon, VT",05065,Sharon,VT,43.775807,-72.42387
"South Pomfret, VT",05067,South Pomfret,VT,43.687515,-72.54272
"South Royalton, VT",05068,South Royalton,VT,43.808623,-72.53208
"South Ryegate, VT",05069,South Ryegate,VT,44.168111,-72.14245
"South Strafford, VT",05070,South Strafford,VT,43.830375,-72.36228
"South Woodstock, VT",05071,South Woodstock,VT,43.568095,-72.55327
"Strafford, VT",05072,Strafford,VT,43.890244,-72.39364
"Taftsville, VT",05073,Taftsville,VT,43.625216,-72.47756
"Thetford, VT",05074,Thetford,VT,43.815621,-72.22275
"Thetford Center, VT",05075,Thetford Center,VT,43.83178,-72.27125
"Tunbridge, VT",05077,Tunbridge,VT,43.897183,-72.4848
"Vershire, VT",05079,Vershire,VT,43.948258,-72.32092
"Wells River, VT",05081,Wells River,VT,44.135828,-72.09061
"West Fairlee, VT",05083,West Fairlee,VT,43.910089,-72.26637
"West Hartford, VT",05084,West Hartford,VT,43.720826,-72.43372
"West Newbury, VT",05085,West Newbury,VT,44.062646,-72.13946
"West Topsham, VT",05086,West Topsham,VT,44.116731,-72.31915
"Wilder, VT",05088,Wilder,VT,43.676947,-72.3082
"Windsor, VT",05089,Windsor,VT,43.486791,-72.42611
"Woodstock, VT",05091,Woodstock,VT,43.631076,-72.53739
"Bellows Falls, VT",05101,Bellows Falls,VT,43.156451,-72.4729
"Cavendish, VT",05124,Cavendish,VT,43.441399,-72.533124
"Cambridgeport, VT",05141,Cambridgeport,VT,42.99467,-72.720362
"Chester, VT",05143,Chester,VT,43.26449,-72.61831
"Chester Depot, VT",05144,Chester Depot,VT,43.592039,-72.588407
"Grafton, VT",05146,Grafton,VT,43.186044,-72.61661
"Londonderry, VT",05148,Londonderry,VT,43.238921,-72.80106
"Ludlow, VT",05149,Ludlow,VT,43.416827,-72.70416
"North Springfield, VT",05150,North Springfield,VT,43.334787,-72.53053
"Perkinsville, VT",05151,Perkinsville,VT,43.380411,-72.49397
"Peru, VT",05152,Peru,VT,43.24283,-72.88309
"Proctorsville, VT",05153,Proctorsville,VT,43.439302,-72.63738
"Saxtons River, VT",05154,Saxtons River,VT,43.139961,-72.50844
"South Londonderry, VT",05155,South Londonderry,VT,43.158484,-72.84497
"Springfield, VT",05156,Springfield,VT,43.300126,-72.47767
"Westminster, VT",05158,Westminster,VT,43.093695,-72.45054
"Westminster Station, VT",05159,Westminster Station,VT,43.093972,-72.456492
"Weston, VT",05161,Weston,VT,43.303613,-72.79134
"Bennington, VT",05201,Bennington,VT,42.882231,-73.17873
"Woodford, VT",05210,Woodford,VT,42.886696,-73.012715
"Barnet, VT",05219,Barnet,VT,44.352579,-72.031815
"Sudbury, VT",05233,Sudbury,VT,43.761499,-73.187699
"Arlington, VT",05250,Arlington,VT,43.106492,-73.17405
"Dorset, VT",05251,Dorset,VT,43.266886,-73.11308
"East Arlington, VT",05252,East Arlington,VT,43.065891,-73.07824
"East Dorset, VT",05253,East Dorset,VT,43.243449,-73.00758
"Manchester, VT",05254,Manchester,VT,43.162074,-73.07155
"Manchester Center, VT",05255,Manchester Center,VT,43.172699,-73.05261
"North Bennington, VT",05257,North Bennington,VT,42.936801,-73.24838
"North Pownal, VT",05260,North Pownal,VT,42.797636,-73.25716
"Pownal, VT",05261,Pownal,VT,42.776384,-73.21395
"Shaftsbury, VT",05262,Shaftsbury,VT,42.977018,-73.16602
"Sutton, VT",05267,Sutton,VT,44.6877,-72.011815
"Craftsbury, VT",05286,Craftsbury,VT,44.627698,-72.434398
"Brattleboro, VT",05301,Brattleboro,VT,42.849957,-72.62328
"Bondville, VT",05340,Bondville,VT,43.15601,-72.91347
"East Dover, VT",05341,East Dover,VT,42.952754,-72.79694
"Jacksonville, VT",05342,Jacksonville,VT,42.781648,-72.80609
"Jamaica, VT",05343,Jamaica,VT,43.103191,-72.7925
"Marlboro, VT",05344,Marlboro,VT,42.851149,-72.74073
"Newfane, VT",05345,Newfane,VT,43.003271,-72.65777
"Putney, VT",05346,Putney,VT,43.02419,-72.51725
"Readsboro, VT",05350,Readsboro,VT,42.779542,-72.96146
"South Newfane, VT",05351,South Newfane,VT,42.934798,-72.75062
"Townshend, VT",05353,Townshend,VT,43.04943,-72.66643
"Vernon, VT",05354,Vernon,VT,42.768143,-72.51835
"Wardsboro, VT",05355,Wardsboro,VT,43.034152,-72.80748
"West Dover, VT",05356,West Dover,VT,42.952974,-72.87237
"West Dummerston, VT",05357,West Dummerston,VT,42.957233,-72.62408
"West Halifax, VT",05358,West Halifax,VT,42.77448,-72.71702
"West Townshend, VT",05359,West Townshend,VT,43.149377,-72.72492
"West Wardsboro, VT",05360,West Wardsboro,VT,43.028157,-72.87914
"Whitingham, VT",05361,Whitingham,VT,42.782281,-72.86962
"Williamsville, VT",05362,Williamsville,VT,42.9445,-72.69222
"Wilmington, VT",05363,Wilmington,VT,42.886921,-72.86457
"Burlington, VT",05401,Burlington,VT,44.484038,-73.22126
"South Burlington, VT",05403,South Burlington,VT,44.451941,-73.17941
"Winooski, VT",05404,Winooski,VT,44.494999,-73.18259
"Fletcher, VT",05418,Fletcher,VT,44.738007,-72.87814
"Lincoln, VT",05433,Lincoln,VT,44.039878,-73.015358
"Colchester, VT",05439,Colchester,VT,44.49518,-73.165092
"Alburg, VT",05440,Alburg,VT,44.966836,-73.27028
"Bakersfield, VT",05441,Bakersfield,VT,44.772886,-72.78854
"Belvidere Center, VT",05442,Belvidere Center,VT,44.755398,-72.68029
"Bristol, VT",05443,Bristol,VT,44.129002,-73.05258
"Cambridge, VT",05444,Cambridge,VT,44.645649,-72.90151
"Charlotte, VT",05445,Charlotte,VT,44.309241,-73.23504
"East Berkshire, VT",05447,East Berkshire,VT,44.824855,-72.895849
"East Fairfield, VT",05448,East Fairfield,VT,44.751801,-72.88247
"Enosburg Falls, VT",05450,Enosburg Falls,VT,44.885689,-72.78992
"Essex, VT",05451,Essex,VT,44.50835,-73.050271
"Essex Junction, VT",05452,Essex Junction,VT,44.501991,-73.09376
"Fairfax, VT",05454,Fairfax,VT,44.693805,-73.04099
"Fairfield, VT",05455,Fairfield,VT,44.801734,-72.96213
"Ferrisburg, VT",05456,Ferrisburg,VT,44.204926,-73.25143
"Franklin, VT",05457,Franklin,VT,44.961552,-72.89351
"Grand Isle, VT",05458,Grand Isle,VT,44.712593,-73.30526
"Highgate Center, VT",05459,Highgate Center,VT,44.941617,-73.03056
"Highgate Springs, VT",05460,Highgate Springs,VT,44.974765,-73.105205
"Hinesburg, VT",05461,Hinesburg,VT,44.332217,-73.09254
"Huntington, VT",05462,Huntington,VT,44.304004,-72.97999
"Isle La Motte, VT",05463,Isle La Motte,VT,44.866344,-73.33081
"Jeffersonville, VT",05464,Jeffersonville,VT,44.636283,-72.82257
"Jericho, VT",05465,Jericho,VT,44.486113,-72.96317
"Jonesville, VT",05466,Jonesville,VT,44.362504,-73.019801
"Milton, VT",05468,Milton,VT,44.641974,-73.13469
"Monkton, VT",05469,Monkton,VT,44.240375,-73.134702
"Montgomery, VT",05470,Montgomery,VT,44.824855,-72.895849
"Montgomery Center, VT",05471,Montgomery Center,VT,44.874895,-72.58798
"New Haven, VT",05472,New Haven,VT,44.121825,-73.166
"North Ferrisburg, VT",05473,North Ferrisburg,VT,44.255574,-73.22253
"North Hero, VT",05474,North Hero,VT,44.831101,-73.27354
"Richford, VT",05476,Richford,VT,44.970417,-72.66316
"Richmond, VT",05477,Richmond,VT,44.392443,-72.95936
"Saint Albans, VT",05478,Saint Albans,VT,44.807555,-73.09077
"Saint Albans Bay, VT",05481,Saint Albans Bay,VT,44.824855,-72.895849
"Shelburne, VT",05482,Shelburne,VT,44.388556,-73.22318
"Sheldon, VT",05483,Sheldon,VT,44.884125,-72.9751
"Sheldon Springs, VT",05485,Sheldon Springs,VT,44.905573,-72.963154
"South Hero, VT",05486,South Hero,VT,44.645192,-73.31452
"Starksboro, VT",05487,Starksboro,VT,44.224103,-73.03164
"Swanton, VT",05488,Swanton,VT,44.930163,-73.12099
"Underhill, VT",05489,Underhill,VT,44.546538,-72.92649
"Underhill Center, VT",05490,Underhill Center,VT,44.504656,-72.885253
"Vergennes, VT",05491,Vergennes,VT,44.12753,-73.28437
"Waterville, VT",05492,Waterville,VT,44.708468,-72.7585
"Westford, VT",05494,Westford,VT,44.608283,-73.00979
"Williston, VT",05495,Williston,VT,44.44524,-73.09917
"Montpelier, VT",05601,Montpelier,VT,44.19906,-72.559638
"Waterbury, VT",05626,Waterbury,VT,44.352339,-72.779614
"Adamant, VT",05640,Adamant,VT,44.354296,-72.49053
"Barre, VT",05641,Barre,VT,44.194307,-72.49443
"Cabot, VT",05647,Cabot,VT,44.414576,-72.28652
"Calais, VT",05648,Calais,VT,44.375726,-72.49509
"East Barre, VT",05649,East Barre,VT,44.152477,-72.43328
"East Calais, VT",05650,East Calais,VT,44.403899,-72.44328
"East Montpelier, VT",05651,East Montpelier,VT,44.282269,-72.48983
"Eden, VT",05652,Eden,VT,44.715079,-72.5717
"Eden Mills, VT",05653,Eden Mills,VT,44.711083,-72.50846
"Graniteville, VT",05654,Graniteville,VT,44.140716,-72.47675
"Hyde Park, VT",05655,Hyde Park,VT,44.610931,-72.59971
"Johnson, VT",05656,Johnson,VT,44.645219,-72.67941
"Lake Elmore, VT",05657,Lake Elmore,VT,44.541415,-72.52693
"Marshfield, VT",05658,Marshfield,VT,44.353823,-72.34925
"Moretown, VT",05660,Moretown,VT,44.248198,-72.78525
"Morrisville, VT",05661,Morrisville,VT,44.549391,-72.60332
"Moscow, VT",05662,Moscow,VT,44.442001,-72.718759
"Northfield, VT",05663,Northfield,VT,44.141056,-72.66443
"Northfield Falls, VT",05664,Northfield Falls,VT,44.171238,-72.64976
"North Hyde Park, VT",05665,North Hyde Park,VT,44.67307,-72.597057
"North Montpelier, VT",05666,North Montpelier,VT,44.33865,-72.44382
"Plainfield, VT",05667,Plainfield,VT,44.295577,-72.42365
"Roxbury, VT",05669,Roxbury,VT,44.062311,-72.74364
"South Barre, VT",05670,South Barre,VT,44.175744,-72.50247
"Stowe, VT",05672,Stowe,VT,44.475387,-72.70225
"Waitsfield, VT",05673,Waitsfield,VT,44.184704,-72.8367
"Warren, VT",05674,Warren,VT,44.106922,-72.85816
"Washington, VT",05675,Washington,VT,44.083457,-72.422
"Waterbury Center, VT",05677,Waterbury Center,VT,44.375144,-72.71362
"Websterville, VT",05678,Websterville,VT,44.158979,-72.46942
"Williamstown, VT",05679,Williamstown,VT,44.109793,-72.54155
"Wolcott, VT",05680,Wolcott,VT,44.551056,-72.4739
"Woodbury, VT",05681,Woodbury,VT,44.457481,-72.40659
"Worcester, VT",05682,Worcester,VT,44.383559,-72.55088
"Rutland, VT",05701,Rutland,VT,43.617302,-72.96325
"Belmont, VT",05730,Belmont,VT,43.416666,-72.83445
"Benson, VT",05731,Benson,VT,43.687677,-73.291868
"Bomoseen, VT",05732,Bomoseen,VT,43.644208,-73.20284
"Brandon, VT",05733,Brandon,VT,43.810371,-73.09998
"Bridport, VT",05734,Bridport,VT,43.987529,-73.35144
"Castleton, VT",05735,Castleton,VT,43.640503,-73.16118
"Center Rutland, VT",05736,Center Rutland,VT,43.602211,-73.01298
"Chittenden, VT",05737,Chittenden,VT,43.735819,-72.93145
"Cuttingsville, VT",05738,Cuttingsville,VT,43.507854,-72.8642
"Danby, VT",05739,Danby,VT,43.341177,-73.01602
"East Middlebury, VT",05740,East Middlebury,VT,43.97153,-73.091416
"East Poultney, VT",05741,East Poultney,VT,43.592039,-72.818121
"East Wallingford, VT",05742,East Wallingford,VT,43.441404,-72.88507
"Fair Haven, VT",05743,Fair Haven,VT,43.666758,-73.2857
"Florence, VT",05744,Florence,VT,43.68805,-73.06783
"Forest Dale, VT",05745,Forest Dale,VT,43.592039,-72.818121
"Gaysville, VT",05746,Gaysville,VT,43.785433,-72.71366
"Granville, VT",05747,Granville,VT,43.999811,-72.83927
"Hancock, VT",05748,Hancock,VT,43.926595,-72.87143
"Hydeville, VT",05750,Hydeville,VT,43.619787,-73.23273
"Killington, VT",05751,Killington,VT,43.659839,-72.79419
"Poultney, VT",05752,Poultney,VT,43.225264,-73.141318
"Middlebury, VT",05753,Middlebury,VT,44.006024,-73.172
"Middletown Springs, VT",05757,Middletown Springs,VT,43.477827,-73.12311
"Mount Holly, VT",05758,Mount Holly,VT,43.452914,-72.79647
"North Clarendon, VT",05759,North Clarendon,VT,43.553904,-72.96168
"Orwell, VT",05760,Orwell,VT,43.801501,-73.2869
"Pawlet, VT",05761,Pawlet,VT,43.357161,-73.13467
"Pittsfield, VT",05762,Pittsfield,VT,43.768578,-72.83138
"Pittsford, VT",05763,Pittsford,VT,43.719898,-73.00087
"Proctor, VT",05765,Proctor,VT,43.657716,-73.0328
"Ripton, VT",05766,Ripton,VT,43.981681,-73.0155
"Rochester, VT",05767,Rochester,VT,43.876046,-72.81212
"Rupert, VT",05768,Rupert,VT,43.026984,-73.055156
"Salisbury, VT",05769,Salisbury,VT,43.914026,-73.10703
"Shoreham, VT",05770,Shoreham,VT,43.892373,-73.31583
"Stockbridge, VT",05772,Stockbridge,VT,43.761779,-72.73703
"Wallingford, VT",05773,Wallingford,VT,43.444268,-72.98732
"Wells, VT",05774,Wells,VT,43.43357,-73.19578
"West Pawlet, VT",05775,West Pawlet,VT,43.365073,-73.23612
"West Rupert, VT",05776,West Rupert,VT,43.235771,-73.2489
"West Rutland, VT",05777,West Rutland,VT,43.574326,-73.04215
"Whiting, VT",05778,Whiting,VT,43.864419,-73.21148
"Saint Johnsbury, VT",05819,Saint Johnsbury,VT,44.412413,-72.00996
"Albany, VT",05820,Albany,VT,44.733624,-72.38308
"Barton, VT",05822,Barton,VT,44.750509,-72.16376
"Beebe Plain, VT",05823,Beebe Plain,VT,45.005783,-72.138347
"Concord, VT",05824,Concord,VT,44.428537,-71.87212
"Coventry, VT",05825,Coventry,VT,44.863351,-72.26649
"Craftsbury Common, VT",05827,Craftsbury Common,VT,44.678879,-72.35975
"Danville, VT",05828,Danville,VT,44.424043,-72.12808
"Derby, VT",05829,Derby,VT,44.945925,-72.09864
"Derby Line, VT",05830,Derby Line,VT,44.985004,-72.05857
"East Burke, VT",05832,East Burke,VT,44.588911,-71.92705
"East Charleston, VT",05833,East Charleston,VT,44.82446,-71.969
"East Hardwick, VT",05836,East Hardwick,VT,44.529915,-72.26819
"East Haven, VT",05837,East Haven,VT,44.643171,-71.86394
"East Saint Johnsbury, VT",05838,East Saint Johnsbury,VT,44.468494,-71.930077
"Glover, VT",05839,Glover,VT,44.684488,-72.20936
"Granby, VT",05840,Granby,VT,44.612521,-71.71536
"Greensboro, VT",05841,Greensboro,VT,44.599177,-72.31179
"Greensboro Bend, VT",05842,Greensboro Bend,VT,44.574196,-72.24333
"Hardwick, VT",05843,Hardwick,VT,44.504593,-72.35822
"Irasburg, VT",05845,Irasburg,VT,44.800462,-72.28964
"Island Pond, VT",05846,Island Pond,VT,44.803005,-71.84683
"Lowell, VT",05847,Lowell,VT,44.799008,-72.45025
"Lower Waterford, VT",05848,Lower Waterford,VT,44.382103,-71.919518
"Lyndon, VT",05849,Lyndon,VT,44.497557,-71.950519
"Lyndon Center, VT",05850,Lyndon Center,VT,44.481915,-71.988258
"Lyndonville, VT",05851,Lyndonville,VT,44.541352,-72.02686
"Newport, VT",05852,Newport,VT,44.951093,-72.303696
"Morgan, VT",05853,Morgan,VT,44.881758,-71.96653
"Newport Center, VT",05857,Newport Center,VT,44.944231,-72.30054
"North Concord, VT",05858,North Concord,VT,44.498374,-71.83773
"North Troy, VT",05859,North Troy,VT,44.963802,-72.41782
"Orleans, VT",05860,Orleans,VT,44.815511,-72.15478
"Passumpsic, VT",05861,Passumpsic,VT,44.46239,-72.135804
"Peacham, VT",05862,Peacham,VT,44.46239,-72.135804
"Saint Johnsbury Center, VT",05863,Saint Johnsbury Center,VT,44.503403,-71.972088
"Stannard, VT",05864,Stannard,VT,44.562138,-72.244107
"Sheffield, VT",05866,Sheffield,VT,44.632918,-72.13245
"Troy, VT",05868,Troy,VT,44.902837,-72.408
"West Burke, VT",05871,West Burke,VT,44.673586,-71.95414
"West Charleston, VT",05872,West Charleston,VT,44.865723,-72.04647
"West Danville, VT",05873,West Danville,VT,44.411321,-72.2123
"Westfield, VT",05874,Westfield,VT,44.876447,-72.42902
"West Glover, VT",05875,West Glover,VT,44.722453,-72.25602
"Averill, VT",05901,Averill,VT,44.680771,-71.719436
"Beecher Falls, VT",05902,Beecher Falls,VT,45.008398,-71.50628
"Canaan, VT",05903,Canaan,VT,44.972508,-71.59275
"Gilman, VT",05904,Gilman,VT,44.413715,-71.70906
"Guildhall, VT",05905,Guildhall,VT,44.682269,-71.66238
"Lunenburg, VT",05906,Lunenburg,VT,44.458803,-71.7162
"Norton, VT",05907,Norton,VT,44.959647,-71.81134
"Derby Center, VT",05928,Derby Center,VT,44.95282,-72.135369
"Avon, CT",06001,Avon,CT,41.789698,-72.86431
"Bloomfield, CT",06002,Bloomfield,CT,41.832798,-72.72642
"Windsor, CT",06006,Windsor,CT,41.879637,-72.734271
"Bristol, CT",06010,Bristol,CT,41.682249,-72.93365
"Burlington, CT",06013,Burlington,CT,41.758415,-72.94642
"Broad Brook, CT",06016,Broad Brook,CT,41.909097,-72.54393
"Canaan, CT",06018,Canaan,CT,42.02351,-73.31103
"Canton, CT",06019,Canton,CT,41.834247,-72.89174
"Canton Center, CT",06020,Canton Center,CT,41.864597,-72.91003
"Colebrook, CT",06021,Colebrook,CT,42.027797,-73.11835
"Collinsville, CT",06022,Collinsville,CT,41.832842,-72.92526
"East Berlin, CT",06023,East Berlin,CT,41.612748,-72.72017
"East Canaan, CT",06024,East Canaan,CT,42.010733,-73.26877
"East Glastonbury, CT",06025,East Glastonbury,CT,41.688896,-72.534482
"East Granby, CT",06026,East Granby,CT,41.935501,-72.72718
"East Hartland, CT",06027,East Hartland,CT,42.002345,-72.90922
"East Windsor Hill, CT",06028,East Windsor Hill,CT,41.859248,-72.603033
"Ellington, CT",06029,Ellington,CT,41.909147,-72.45026
"Farmington, CT",06030,Farmington,CT,41.791776,-72.718832
"Falls Village, CT",06031,Falls Village,CT,41.948694,-73.3296
"Glastonbury, CT",06033,Glastonbury,CT,41.707932,-72.57085
"Granby, CT",06035,Granby,CT,41.959713,-72.79826
"Kensington, CT",06037,Kensington,CT,41.619048,-72.76734
"Lakeville, CT",06039,Lakeville,CT,41.951783,-73.43722
"Manchester, CT",06040,Manchester,CT,41.778888,-72.52384
"Bolton, CT",06043,Bolton,CT,41.771265,-72.43669
"Melrose, CT",06049,Melrose,CT,41.791776,-72.718832
"New Britain, CT",06050,New Britain,CT,41.666049,-72.778391
"New Hartford, CT",06057,New Hartford,CT,41.852712,-73.00492
"Norfolk, CT",06058,Norfolk,CT,41.986861,-73.19437
"North Canton, CT",06059,North Canton,CT,41.937513,-72.92017
"North Granby, CT",06060,North Granby,CT,42.012195,-72.8445
"Pine Meadow, CT",06061,Pine Meadow,CT,41.874382,-72.967958
"Plainville, CT",06062,Plainville,CT,41.671548,-72.86294
"Pleasant Valley, CT",06063,Pleasant Valley,CT,41.926696,-72.96783
"Poquonock, CT",06064,Poquonock,CT,41.791776,-72.718832
"Riverton, CT",06065,Riverton,CT,41.961127,-73.01859
"Vernon Rockville, CT",06066,Vernon Rockville,CT,41.841615,-72.46708
"Rocky Hill, CT",06067,Rocky Hill,CT,41.660949,-72.66098
"Salisbury, CT",06068,Salisbury,CT,42.014673,-73.42408
"Sharon, CT",06069,Sharon,CT,41.866222,-73.46331
"Simsbury, CT",06070,Simsbury,CT,41.874064,-72.81644
"Somers, CT",06071,Somers,CT,41.995851,-72.45336
"Somersville, CT",06072,Somersville,CT,41.976466,-72.490593
"South Glastonbury, CT",06073,South Glastonbury,CT,41.660899,-72.56887
"South Windsor, CT",06074,South Windsor,CT,41.836665,-72.56076
"Stafford, CT",06075,Stafford,CT,41.81152,-72.308779
"Stafford Springs, CT",06076,Stafford Springs,CT,41.979871,-72.27863
"Staffordville, CT",06077,Staffordville,CT,41.991645,-72.257735
"Suffield, CT",06078,Suffield,CT,41.985946,-72.63897
"Taconic, CT",06079,Taconic,CT,42.032012,-73.403763
"Tariffville, CT",06081,Tariffville,CT,41.907114,-72.76831
"Enfield, CT",06082,Enfield,CT,41.987238,-72.56365
"Tolland, CT",06084,Tolland,CT,41.87688,-72.36806
"Unionville, CT",06085,Unionville,CT,41.749832,-72.8898
"East Windsor, CT",06088,East Windsor,CT,41.908464,-72.60547
"Weatogue, CT",06089,Weatogue,CT,41.839731,-72.81974
"West Granby, CT",06090,West Granby,CT,41.953596,-72.85242
"West Hartland, CT",06091,West Hartland,CT,42.002748,-72.98906
"West Simsbury, CT",06092,West Simsbury,CT,41.861297,-72.86055
"West Suffield, CT",06093,West Suffield,CT,42.019907,-72.73357
"Winchester Center, CT",06094,Winchester Center,CT,41.896321,-73.146312
"Windsor Locks, CT",06096,Windsor Locks,CT,41.926997,-72.64688
"Winsted, CT",06098,Winsted,CT,41.925967,-73.06944
"Hartford, CT",06101,Hartford,CT,41.78007,-72.677099
"W Hartford, CT",06107,W Hartford,CT,41.75275,-72.7546
"East Hartford, CT",06108,East Hartford,CT,41.778316,-72.62313
"Wethersfield, CT",06109,Wethersfield,CT,41.702049,-72.6747
"Newington, CT",06111,Newington,CT,41.688899,-72.73101
"Willimantic, CT",06226,Willimantic,CT,41.714867,-72.20934
"Abington, CT",06230,Abington,CT,41.847302,-72.02528
"Amston, CT",06231,Amston,CT,41.629818,-72.36419
"Andover, CT",06232,Andover,CT,41.737015,-72.37151
"Ballouville, CT",06233,Ballouville,CT,41.831565,-72.020137
"Brooklyn, CT",06234,Brooklyn,CT,41.782474,-71.95989
"Chaplin, CT",06235,Chaplin,CT,41.809166,-72.11274
"Columbia, CT",06237,Columbia,CT,41.702777,-72.29349
"Coventry, CT",06238,Coventry,CT,41.778651,-72.33137
"Danielson, CT",06239,Danielson,CT,41.799111,-71.87594
"Dayville, CT",06241,Dayville,CT,41.850225,-71.85749
"Eastford, CT",06242,Eastford,CT,41.90913,-72.09527
"East Killingly, CT",06243,East Killingly,CT,41.844885,-71.818941
"East Woodstock, CT",06244,East Woodstock,CT,41.984327,-71.981045
"Fabyan, CT",06245,Fabyan,CT,42.019776,-71.941669
"Grosvenor Dale, CT",06246,Grosvenor Dale,CT,41.971116,-71.891732
"Hampton, CT",06247,Hampton,CT,41.767929,-72.06127
"Hebron, CT",06248,Hebron,CT,41.683399,-72.40144
"Lebanon, CT",06249,Lebanon,CT,41.618403,-72.24215
"Mansfield Center, CT",06250,Mansfield Center,CT,41.768455,-72.20007
"Mansfield Depot, CT",06251,Mansfield Depot,CT,41.799326,-72.306526
"North Franklin, CT",06254,North Franklin,CT,41.609066,-72.14439
"North Grosvenordale, CT",06255,North Grosvenordale,CT,41.989579,-71.89659
"North Windham, CT",06256,North Windham,CT,41.758713,-72.13964
"Pomfret, CT",06258,Pomfret,CT,41.889048,-71.968232
"Pomfret Center, CT",06259,Pomfret Center,CT,41.876565,-71.98252
"Putnam, CT",06260,Putnam,CT,41.913816,-71.88434
"Quinebaug, CT",06262,Quinebaug,CT,42.022904,-71.94671
"Rogers, CT",06263,Rogers,CT,41.839051,-71.90634
"Scotland, CT",06264,Scotland,CT,41.693435,-72.09891
"South Willington, CT",06265,South Willington,CT,41.81152,-72.308779
"South Windham, CT",06266,South Windham,CT,41.670349,-72.16028
"South Woodstock, CT",06267,South Woodstock,CT,41.943902,-71.945253
"Storrs Mansfield, CT",06268,Storrs Mansfield,CT,41.806041,-72.26127
"Thompson, CT",06277,Thompson,CT,41.972782,-71.83969
"Ashford, CT",06278,Ashford,CT,41.895108,-72.17674
"Willington, CT",06279,Willington,CT,41.896875,-72.27456
"Windham, CT",06280,Windham,CT,41.697765,-72.14671
"Woodstock, CT",06281,Woodstock,CT,41.971403,-71.99872
"Woodstock Valley, CT",06282,Woodstock Valley,CT,41.943199,-72.0728
"New London, CT",06320,New London,CT,41.352498,-72.10338
"Baltic, CT",06330,Baltic,CT,41.634556,-72.06549
"Canterbury, CT",06331,Canterbury,CT,41.697123,-72.0029
"Central Village, CT",06332,Central Village,CT,41.725694,-71.909019
"East Lyme, CT",06333,East Lyme,CT,41.371913,-72.2269
"Bozrah, CT",06334,Bozrah,CT,41.543559,-72.17684
"Gales Ferry, CT",06335,Gales Ferry,CT,41.426775,-72.07227
"Gilman, CT",06336,Gilman,CT,41.577198,-72.20036
"Glasgo, CT",06337,Glasgo,CT,41.559873,-71.889199
"Mashantucket, CT",06338,Mashantucket,CT,41.35,-72.09
"Ledyard, CT",06339,Ledyard,CT,41.449482,-71.98233
"Groton, CT",06340,Groton,CT,41.345331,-72.04524
"Hanover, CT",06350,Hanover,CT,41.644546,-72.06769
"Jewett City, CT",06351,Jewett City,CT,41.604341,-71.97599
"Montville, CT",06353,Montville,CT,41.452548,-72.137471
"Moosup, CT",06354,Moosup,CT,41.71836,-71.87098
"Mystic, CT",06355,Mystic,CT,41.360798,-71.97281
"Niantic, CT",06357,Niantic,CT,41.319649,-72.21064
"North Stonington, CT",06359,North Stonington,CT,41.456189,-71.86813
"Norwich, CT",06360,Norwich,CT,41.533848,-72.06232
"Preston, CT",06365,Preston,CT,41.509586,-71.96621
"Oakdale, CT",06370,Oakdale,CT,41.464274,-72.19551
"Old Lyme, CT",06371,Old Lyme,CT,41.339421,-72.31008
"Old Mystic, CT",06372,Old Mystic,CT,41.388216,-71.949548
"Oneco, CT",06373,Oneco,CT,41.678897,-71.79952
"Plainfield, CT",06374,Plainfield,CT,41.684777,-71.91911
"Quaker Hill, CT",06375,Quaker Hill,CT,41.401398,-72.11444
"South Lyme, CT",06376,South Lyme,CT,41.294797,-72.25602
"Sterling, CT",06377,Sterling,CT,41.730575,-71.81845
"Stonington, CT",06378,Stonington,CT,41.351307,-71.91317
"Pawcatuck, CT",06379,Pawcatuck,CT,41.375701,-71.84876
"Taftville, CT",06380,Taftville,CT,41.566298,-72.05148
"Uncasville, CT",06382,Uncasville,CT,41.457198,-72.11459
"Versailles, CT",06383,Versailles,CT,41.601648,-72.04037
"Voluntown, CT",06384,Voluntown,CT,41.5787,-71.85668
"Waterford, CT",06385,Waterford,CT,41.347948,-72.14762
"Wauregan, CT",06387,Wauregan,CT,41.744527,-71.913339
"West Mystic, CT",06388,West Mystic,CT,41.344098,-71.976467
"Yantic, CT",06389,Yantic,CT,41.559648,-72.122672
"Ansonia, CT",06401,Ansonia,CT,41.34269,-73.07446
"Beacon Falls, CT",06403,Beacon Falls,CT,41.432936,-73.06453
"Botsford, CT",06404,Botsford,CT,41.165097,-73.129186
"Branford, CT",06405,Branford,CT,41.277763,-72.80542
"Cheshire, CT",06408,Cheshire,CT,41.365709,-72.927507
"Centerbrook, CT",06409,Centerbrook,CT,41.353453,-72.41604
